random_seed,requested_duration_s,sweep_parameter,sweep_nominal_value,sweep_scale,sweep_applied_value,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction,cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad
7,60.0,altitude_gain,2.0,-10.0,-20.0,ground_impact,8.22,34.452807618269674,7.347434978662346,7.3235489309439235,0.0,0.5469255663430421,0.0,0.0,4.0,10,8.22,3,0.75,0,1.8980531782274532,2.0007019815958538,0.8231013349773284,4.760291061399192,-0.0014138378555370416,0.08227559059836492,0.06627358933048151,3.9902737615486155,0.052649665041493834,0.32157783887484226,4.188552246593023,1.4280565011100315
7,60.0,altitude_gain,2.0,-10.0,-20.0,ground_impact,8.14,32.28360089648526,7.513601065505539,7.418306970130419,0.0,0.5130718954248366,0.0,0.0,4.0,11,8.14,3,0.75,0,1.4583717480085352,2.0854753641178627,0.5318216572412922,4.4677110287359065,-0.0027120041350974042,0.10773076252105458,0.06592790622121616,4.548088603371248,0.06045684138226205,0.2898650662349152,4.103410585085613,1.4522301712184607
7,60.0,altitude_gain,2.0,-10.0,-20.0,ground_impact,8.14,31.85085261963315,7.909494662420014,7.483472106224431,0.0,0.5098039215686274,0.0,0.0,4.0,12,8.14,3,0.75,0,1.3922030654386452,2.1005454128971786,0.43717216680527743,4.3693516335206315,-0.0016775641430167246,0.11541150929935516,0.06527407704739453,4.6863227333968975,0.06815294053044922,0.3030470791558441,3.95091798696667,1.4170355867813895
7,60.0,altitude_gain,2.0,-10.0,-20.0,ground_impact,8.8,32.16371421623232,7.283817910263259,7.267484261320703,0.0,0.5377643504531722,0.0,0.0,4.0,13,8.8,3,0.75,0,1.8905733166275338,1.9786762904995348,0.5075751997363327,4.418919187833649,-0.004581513140266235,0.08264648458015736,0.06258078308375867,4.731953134052932,0.0507171319312291,0.29305038635192376,3.9447136158850062,1.4656254103938693
7,60.0,altitude_gain,2.0,-10.0,-20.0,ground_impact,8.06,32.65699119379917,8.128438423290877,7.440904618804159,0.0,0.5181518151815182,0.0,0.0,4.0,14,8.06,3,0.75,0,1.4219044552838975,2.096700867211086,0.5498995851747289,4.49104201753359,-0.0036900944653288636,0.11057094328446568,0.06492394526159549,4.2685017141274795,0.06515629612812958,0.30190902616838744,3.9624706899223114,1.4287107919669706
7,60.0,altitude_gain,2.0,-10.0,-20.0,ground_impact,8.040000000000001,32.235146989365774,7.2101894151056225,7.468652936644082,0.0,0.5099337748344371,0.0,0.0,4.0,15,8.040000000000001,3,0.75,0,1.417394209103688,2.1046298775597916,0.5321587474707844,4.471223988625545,-0.0027994760036368638,0.1126945162089639,0.06680778830559155,4.5652735761584315,0.060716124154179485,0.2821920820822479,4.228529410068424,1.4492631579477007
7,60.0,altitude_gain,2.0,-4.0,-8.0,ground_impact,8.44,32.3664002610326,7.536297725458029,7.389585132326477,0.0,0.5299684542586751,0.0,0.0,4.0,0,8.44,3,0.75,0,1.5814622839218566,2.039650463739308,0.5065758478712465,4.430211379594511,-0.010550178187569929,0.10203158393165793,0.065,4.7,0.06,0.3,4.0,1.4288992721907328
7,60.0,altitude_gain,2.0,-4.0,-8.0,ground_impact,8.56,33.74404881993671,7.584972334447001,7.341861508955073,0.0,0.5527950310559007,0.0,0.0,4.0,1,8.56,3,0.75,0,1.9395946297916875,1.9745381522661611,0.6469019149381798,4.569274158409943,-0.009731645511310729,0.08264160454562058,0.06577673839752203,4.570952355386659,0.0551469765634464,0.33000624819513635,3.9705706040793256,1.4182988268893335
7,60.0,altitude_gain,2.0,-4.0,-8.0,ground_impact,8.18,32.894782309706734,7.330549729408833,7.394963348205086,0.0,0.5211726384364821,0.0,0.0,4.0,2,8.18,3,0.75,0,1.5078043107312356,2.0618736521621015,0.5809820104389177,4.522670816182183,-0.005155057053732454,0.10674270510238108,0.06428724157605824,4.1638551873761624,0.06636539174031647,0.3114338956812706,4.134814580815061,1.44120695245206
7,60.0,altitude_gain,2.0,-4.0,-8.0,ground_impact,8.56,32.514549491219384,6.836780728378427,7.321578535528005,0.0,0.5372670807453416,0.0,0.0,4.0,3,8.56,3,0.75,0,1.7350164791228306,2.014575847044104,0.5498261800829102,4.477007783611499,-0.011269724662343035,0.0934087481828863,0.06268446121923109,4.336350357380637,0.05515479194800862,0.2820106664684216,4.17178330111812,1.4246835883790174
